id,name,now_cost,position,team,transfers_in,expected_goals,red_cards,form_rank,transfers_out_event,ict_index,chance_of_playing_this_round,starts,creativity,expected_assists,ict_index_rank,cost_change_event,expected_goals_conceded_per_90,in_dreamteam,expected_goals_conceded,expected_goals_per_90,selected_by_percent,transfers_out,clean_sheets_per_90,cost_change_start_fall,ict_index_rank_type,dreamteam_count,transfers_in_event,own_goals,goals_conceded_per_90,corners_and_indirect_freekicks_order,goals_scored,influence_rank,cost_change_start,threat_rank,selected_rank_type,news_added,event_points,ep_this,status,value_season,expected_goal_involvements,starts_per_90,bonus,threat,points_per_game_rank,cost_change_event_fall,yellow_cards,web_name,direct_freekicks_order,saves,news,penalties_saved,creativity_rank_type,points_per_game,total_points,creativity_rank,bps,value_form,now_cost_rank,expected_goal_involvements_per_90,penalties_order,saves_per_90,now_cost_rank_type,goals_conceded,expected_assists_per_90,form,points_per_game_rank_type,ep_next,clean_sheets,assists,selected_rank,influence,influence_rank_type,threat_rank_type,minutes,penalties_missed,form_rank_type,chance_of_playing_next_round
690,Carlos Baleba,45,MID,Brighton,18339,0.77,0,243,37,35.5,,14,120.9,0.21,340,0,1.67,False,22.44,0.06,0.0,15337,0.15,0,156,0,59,0,2.01,,0,338,0,309,177,,1,0.7,a,6.7,0.97,1.04,0,68.0,436,0,7,Baleba,,0,,0,152,1.2,30,264,157,0.3,485,0.08,,0.0,295,27,0.02,1.2,197,2.4,2,0,527,164.6,145,156,1211,0,116,
700,Anssumane Fati Vieira,64,MID,Brighton,187653,3.46,0,349,133,48.6,100.0,3,90.0,0.60,284,0,1.31,False,7.18,0.63,0.4,175281,0.18,1,137,0,166,0,2.0,,2,371,-1,131,88,2023-11-25T19:00:10.816004Z,0,-0.1,a,4.8,4.06,0.55,1,277.0,362,0,2,Ansu Fati,,0,,0,171,1.8,31,312,78,0.1,51,0.74,,0.0,29,11,0.11,0.4,159,0.8,1,1,279,119.0,156,84,495,0,162,100.0
741,Mark O’Mahony,45,FWD,Brighton,6422,0.06,0,338,35,1.3,,1,1.6,0.00,513,0,1.89,False,1.28,0.09,0.0,4877,0.0,0,62,0,46,0,1.48,,0,503,0,450,80,,0,-0.1,a,0.4,0.06,1.48,0,6.0,547,0,1,O’Mahony,,0,,0,60,0.7,2,485,5,0.1,500,0.09,,0.0,97,1,0.0,0.4,73,0.8,0,0,583,6.0,61,63,61,0,42,
742,Benicio Baker-Boaitey,45,MID,Brighton,967,0.00,0,680,3,0.5,,0,1.6,0.03,525,0,2.96,False,0.46,0.0,0.0,729,0.0,0,235,0,16,0,6.43,,0,511,0,730,300,,0,-0.5,a,0.9,0.03,0.0,0,0.0,488,0,0,Baker-Boaitey,,0,,0,235,1.0,4,484,11,0.0,428,0.19,,0.0,250,1,0.19,0.0,220,0.0,0,0,760,4.6,227,288,14,0,249,
746,Ben Jackson,40,DEF,Brighton,5075,0.00,0,515,40,0.0,,0,0.0,0.00,643,0,0.0,False,0.00,0.0,0.0,3385,0.0,0,240,0,73,0,0.0,,0,639,0,592,211,,0,-0.5,a,0.0,0.00,0.0,0,0.0,655,0,0,Jackson,,0,,0,238,0.0,0,626,0,0.0,765,0.0,,0.0,221,0,0.0,0.0,238,0.0,0,0,550,0.0,240,233,0,0,198,
747,Joshua Duffus,44,MID,Brighton,786,0.00,0,628,8,0.0,,0,0.0,0.00,717,0,0.0,False,0.00,0.0,0.0,601,0.0,1,274,0,10,0,0.0,,0,714,-1,685,308,,0,-0.5,a,0.0,0.00,0.0,0,0.0,727,0,0,Duffus,,0,,0,275,0.0,0,708,0,0.0,600,0.0,,0.0,348,0,0.0,0.0,282,0.0,0,0,775,0.0,273,264,0,0,222,
753,Leigh Kavanagh,40,DEF,Brighton,1291,0.00,0,514,5,0.0,,0,0.0,0.00,642,0,0.0,False,0.00,0.0,0.0,1113,0.0,0,239,0,20,0,0.0,,0,638,0,591,233,,0,-0.5,a,0.0,0.00,0.0,0,0.0,654,0,0,Kavanagh,,0,,0,237,0.0,0,625,0,0.0,764,0.0,,0.0,220,0,0.0,0.0,237,0.0,0,0,636,0.0,239,232,0,0,197,
755,Luca Barrington,45,MID,Brighton,436,0.00,0,700,2,0.0,,0,0.0,0.00,771,0,0.0,False,0.00,0.0,0.0,365,0.0,0,311,0,5,0,0.0,,0,768,0,749,326,,0,-0.5,a,0.0,0.00,0.0,0,0.0,775,0,0,Barrington,,0,,0,309,0.0,0,762,0,0.0,452,0.0,,0.0,270,0,0.0,0.0,315,0.0,0,0,798,0.0,310,304,0,0,267,
786,Cameron Peupion,45,MID,Brighton,164,0.00,0,692,3,0.0,,0,0.0,0.00,765,0,0.0,False,0.00,0.0,0.0,121,0.0,0,305,0,3,0,0.0,,0,762,0,743,345,,0,-0.5,a,0.0,0.00,0.0,0,0.0,769,0,0,Peupion,,0,,0,303,0.0,0,756,0,0.0,444,0.0,,0.0,262,0,0.0,0.0,309,0.0,0,0,821,0.0,304,298,0,0,259,
816,Valentín Barco,40,DEF,Brighton,4506,0.06,0,372,57,6.0,,2,36.6,0.27,473,0,1.78,False,3.60,0.03,0.0,1560,0.0,0,169,0,309,0,3.46,,0,487,0,445,217,,1,-0.3,a,0.5,0.33,0.99,0,9.0,552,0,1,Barco,,0,,0,141,0.5,2,392,19,0.0,781,0.16,,0.0,234,7,0.13,0.2,183,0.4,0,0,567,14.0,176,164,182,0,130,
843,Samy Chouchane,45,MID,Brighton,45,0.00,0,707,1,0.0,,0,0.0,0.00,775,0,0.0,False,0.00,0.0,0.0,23,0.0,0,315,0,4,0,0.0,,0,772,0,755,366,,0,-0.5,a,0.0,0.00,0.0,0,0.0,779,0,0,Chouchane,,0,,0,314,0.0,0,768,0,0.0,460,0.0,,0.0,277,0,0.0,0.0,319,0.0,0,0,850,0.0,314,309,0,0,273,
845,Odeluga Offiah,40,DEF,Brighton,385,0.00,0,334,11,1.1,,1,4.4,0.02,514,0,1.88,False,2.47,0.0,0.0,131,0.0,0,182,0,80,0,2.29,,0,509,0,467,262,,0,-0.1,a,0.5,0.02,0.76,0,2.0,458,0,0,Offiah,,0,,0,172,1.0,2,464,14,0.1,732,0.02,,0.0,199,3,0.02,0.4,158,0.8,0,0,753,4.8,185,174,118,0,114,
156,Enock Agyei,42,MID,Burnley,97110,0.00,0,558,487,0.0,,0,0.0,0.00,675,0,0.0,False,0.00,0.0,0.4,80710,0.0,3,249,0,399,0,0.0,,0,672,-3,630,82,,0,-0.5,a,0.0,0.00,0.0,0,0.0,687,0,0,Agyei,,0,,0,250,0.0,0,661,0,0.0,681,0.0,,0.0,371,0,0.0,0.0,258,-1.0,0,0,269,0.0,248,236,0,0,188,
157,Ameen Al-Dakhil,38,DEF,Burnley,346874,1.28,0,409,2444,32.0,0.0,12,42.8,0.54,348,0,1.76,False,20.63,0.11,1.3,267340,0.0,2,124,0,119,1,2.22,,1,315,-2,295,71,2024-03-14T17:30:08.332183Z,0,0.0,i,5.0,1.81,1.02,0,84.0,398,0,1,Al-Dakhil,,0,Unknown - Expected back 01 Jun,0,133,1.5,19,380,127,0.0,856,0.16,,0.0,276,26,0.05,0.0,137,0.0,0,0,171,193.0,119,94,1055,0,141,0.0
158,Samuel Bastien,49,MID,Burnley,326,0.00,0,790,1,0.0,0.0,0,0.0,0.00,826,0,0.0,False,0.00,0.0,0.0,2707,0.0,1,349,0,0,0,0.0,,0,825,-1,816,264,2023-09-18T10:36:05.969054Z,0,0.0,u,0.0,0.00,0.0,0,0.0,826,0,0,Bastien,,0,Has joined Kasimpasa S.K. on loan,0,348,0.0,0,822,0,0.0,235,0.0,,0.0,149,0,0.0,0.0,349,0.0,0,0,683,0.0,349,346,0,0,328,0.0
159,Manuel Benson Hedilazio,52,MID,Burnley,3186,0.07,0,824,18,7.4,100.0,1,26.0,0.17,465,0,3.34,False,3.41,0.07,0.1,17011,0.0,3,208,0,12,0,3.91,,0,484,-3,387,162,2023-09-27T09:00:08.265496Z,0,-0.5,a,1.3,0.24,0.98,0,30.0,521,0,0,Benson,,0,,0,204,1.0,7,418,20,0.0,150,0.24,,0.0,91,4,0.17,0.0,244,-1.0,0,0,486,17.0,216,196,92,0,353,100.0
160,Jordan Beyer,39,DEF,Burnley,102375,0.56,0,433,389,41.3,0.0,15,46.1,0.19,317,0,1.52,False,20.87,0.04,0.8,442195,0.15,1,108,1,11,0,1.68,,0,216,-1,377,85,2024-01-02T08:30:10.683233Z,0,0.0,i,7.7,0.75,1.09,4,35.0,302,0,6,Beyer,,0,Unknown - Expected back 01 Jun,0,130,2.0,30,373,236,0.0,827,0.05,,0.0,258,23,0.01,0.0,101,0.0,2,1,209,330.8,81,128,1234,0,147,0.0
161,Josh Brownhill,47,MID,Burnley,71991,1.81,1,149,109,118.9,100.0,23,468.9,1.96,103,0,1.93,False,47.78,0.07,0.2,86847,0.08,3,68,0,41,0,2.26,1.0,4,120,-3,155,111,2024-02-24T22:00:09.032671Z,1,1.7,a,16.4,3.77,0.93,2,228.0,236,0,4,Brownhill,,0,,0,52,2.4,77,66,359,0.5,312,0.15,,0.0,201,56,0.08,2.2,96,1.2,2,2,366,491.4,50,99,2233,0,70,100.0
162,Darko Churlinov,44,MID,Burnley,1360,0.00,0,611,2,0.0,0.0,0,0.0,0.00,705,0,0.0,False,0.00,0.0,0.0,4079,0.0,1,266,0,0,0,0.0,,0,703,-1,669,253,2024-01-24T07:59:45.301572Z,0,0.0,u,0.0,0.00,0.0,0,0.0,718,0,0,Churlinov,,0,On loan to Schalke 04 until the end of the season,0,267,0.0,0,696,0,0.0,570,0.0,,0.0,329,0,0.0,0.0,275,0.0,0,0,661,0.0,265,254,0,0,210,0.0
163,Jack Cork,48,MID,Burnley,1100,0.00,0,768,5,0.8,100.0,0,1.9,0.01,518,0,0.65,False,0.13,0.0,0.0,3091,0.0,2,233,0,7,0,0.0,,0,512,-2,478,237,2023-11-23T20:00:09.981535Z,0,-0.5,a,0.6,0.01,0.0,0,2.0,513,0,0,Cork,,0,,0,232,1.0,3,480,7,0.0,264,0.05,,0.0,170,0,0.05,0.0,238,-1.0,0,0,637,4.2,228,234,18,0,312,100.0
164,Dara Costelloe,45,MID,Burnley,101,0.00,0,722,0,0.0,0.0,0,0.0,0.00,790,0,0.0,False,0.00,0.0,0.0,2954,0.0,0,327,0,0,0,0.0,,0,787,0,770,282,2023-08-17T06:12:47.501520Z,0,0.0,u,0.0,0.00,0.0,0,0.0,792,0,0,Costelloe,,0,Season long loan to St Johnstone,0,326,0.0,0,783,0,0.0,476,0.0,,0.0,290,0,0.0,0.0,329,0.0,0,0,726,0.0,326,321,0,0,285,0.0
165,Josh Cullen,50,MID,Burnley,14834,0.47,0,153,62,88.4,100.0,21,406.0,2.20,175,0,1.97,False,41.23,0.02,0.1,16820,0.0,0,89,0,14,0,2.1,,1,177,0,301,154,2023-12-04T16:30:09.492483Z,2,1.7,a,11.0,2.67,1.0,3,81.0,243,0,8,Cullen,,0,,0,62,2.4,55,81,342,0.4,185,0.12,,0.0,111,44,0.1,2.2,101,1.2,0,4,473,398.2,77,153,1886,0,74,100.0
166,CJ Egan-Riley,39,DEF,Burnley,23182,0.00,0,434,54,0.0,0.0,0,0.0,0.00,567,0,0.0,False,0.00,0.0,0.1,28249,0.0,1,194,0,0,0,0.0,,0,563,-1,510,151,2024-02-04T18:30:25.335183Z,0,0.0,u,0.0,0.00,0.0,0,0.0,579,0,0,Egan-Riley,,0,Season-long loan to PSV Eindhoven,0,192,0.0,0,549,0,0.0,830,0.0,,0.0,261,0,0.0,0.0,192,0.0,0,0,376,0.0,194,183,0,0,148,0.0
167,Hjalmar Ekdal,39,DEF,Burnley,20835,0.06,0,163,178,10.6,100.0,5,15.7,0.01,453,0,1.63,False,7.91,0.01,0.2,27290,0.21,1,166,0,628,0,1.65,,0,414,-1,431,140,2024-04-13T23:00:08.792935Z,1,1.5,a,3.8,0.07,1.03,3,15.0,324,0,2,Ekdal,,0,,0,164,1.9,15,438,77,0.5,837,0.01,,0.0,265,8,0.0,2.0,108,1.0,1,0,341,76.6,159,159,436,0,47,100.0
168,Lyle Foster,47,FWD,Burnley,287706,4.36,1,108,281,103.6,100.0,20,225.7,1.17,132,0,1.91,False,36.52,0.23,0.4,293297,0.1,3,26,0,185,0,2.04,,5,203,-3,67,41,2024-02-10T21:00:07.725808Z,2,2.3,a,15.1,5.53,1.05,4,455.0,130,0,0,Foster,,0,,0,26,3.2,71,174,217,0.6,321,0.29,,0.0,63,39,0.06,2.8,24,1.8,2,3,257,354.6,26,27,1722,0,15,100.0
169,Denis Franchi,39,GKP,Burnley,10429,0.00,0,443,39,0.0,0.0,0,0.0,0.00,575,0,0.0,False,0.00,0.0,0.1,17472,0.0,1,62,0,0,0,0.0,,0,571,-1,518,59,2024-02-02T15:27:56.839710Z,0,0.0,u,0.0,0.00,0.0,0,0.0,587,0,0,Franchi,,0,Permanent transfer to Ternana,0,45,0.0,0,557,0,0.0,840,0.0,,0.0,91,0,0.0,0.0,62,0.0,0,0,418,0.0,62,32,0,0,54,0.0
170,Jóhann Berg Gudmundsson,48,MID,Burnley,4351,1.75,0,132,5,85.8,100.0,12,491.5,2.48,185,0,1.62,False,20.58,0.14,0.0,7322,0.16,2,94,0,11,0,1.97,2.0,1,297,-2,223,222,2023-12-19T18:00:09.313020Z,4,1.9,a,9.8,4.23,0.95,0,139.0,339,0,2,Gudmundsson,2.0,0,,0,49,1.9,47,61,189,0.5,267,0.34,,0.0,173,25,0.2,2.4,145,1.4,2,3,613,225.8,123,121,1140,0,60,100.0
171,Luke McNally,40,DEF,Burnley,0,0.00,0,501,1,0.0,0.0,0,0.0,0.00,629,0,0.0,False,0.00,0.0,0.0,1812,0.0,0,229,0,0,0,0.0,,0,625,0,578,251,2023-08-04T09:35:51.951556Z,0,0.0,u,0.0,0.00,0.0,0,0.0,641,0,0,McNally,,0,Season long loan to Stoke City,0,227,0.0,0,612,0,0.0,750,0.0,,0.0,209,0,0.0,0.0,227,0.0,0,0,709,0.0,229,222,0,0,187,0.0
172,Arijanet Muric,43,GKP,Burnley,27737,0.00,0,18,505,46.6,100.0,8,40.3,0.05,290,0,2.06,False,16.48,0.0,0.3,29137,0.0,2,17,1,1380,1,1.5,,0,160,-2,643,40,2023-11-23T20:00:10.046521Z,10,5.5,a,9.3,0.05,1.0,10,0.0,17,0,0,Muric,,53,,1,2,5.0,40,384,200,1.4,641,0.01,,6.62,32,12,0.01,6.0,2,5.0,0,0,304,425.2,19,72,720,0,2,100.0
173,Dara O'Shea,44,DEF,Burnley,68294,0.71,1,180,361,110.9,100.0,30,172.2,0.79,116,0,1.95,False,58.75,0.02,0.3,64799,0.07,1,20,0,188,1,2.22,,3,44,-1,168,121,2024-04-06T20:30:08.758764Z,6,1.3,a,15.2,1.50,1.0,2,208.0,268,0,5,O'Shea,,0,,0,53,2.2,67,215,449,0.4,550,0.05,,0.0,102,67,0.03,1.8,86,0.8,2,4,296,726.2,12,27,2712,0,53,100.0
174,Michael Obafemi,49,FWD,Burnley,3475,0.11,0,795,1,1.7,0.0,0,0.6,0.01,507,0,0.14,False,0.03,0.52,0.0,7058,0.0,1,61,0,0,0,0.0,,0,828,-1,427,85,2024-01-29T08:15:40.420658Z,0,0.0,u,0.4,0.12,0.0,0,17.0,516,0,0,Obafemi,,0,Joined Millwall until the end of the season,0,65,1.0,2,499,4,0.0,246,0.57,,0.0,51,0,0.05,0.0,67,0.0,0,0,610,0.0,104,60,19,0,96,0.0
175,Bailey Peacock-Farrell,40,GKP,Burnley,0,0.00,0,470,2,0.0,0.0,0,0.0,0.00,599,0,0.0,False,0.00,0.0,0.0,1115,0.0,0,71,0,0,0,0.0,,0,595,0,546,85,2023-07-26T11:25:50.410533Z,0,0.0,u,0.0,0.00,0.0,0,0.0,612,0,0,Peacock-Farrell,,0,Joined Aarhus on loan,0,54,0.0,0,581,0,0.0,710,0.0,,0.0,44,0,0.0,0.0,71,0.0,0,0,730,0.0,71,42,0,0,64,0.0
176,Connor Roberts,43,DEF,Burnley,15050,0.00,1,569,23,25.7,0.0,8,104.1,0.35,377,0,2.19,False,19.91,0.0,0.1,34460,0.0,2,135,0,0,0,2.53,,0,354,-2,440,158,2024-02-04T18:31:11.422373Z,0,0.0,u,2.8,0.35,0.88,0,12.0,527,0,3,Roberts,,0,Season-long loan to Leeds United,0,95,0.9,12,299,111,0.0,629,0.04,,0.0,134,23,0.04,0.0,173,0.0,0,1,389,142.8,134,162,817,0,236,0.0
177,Jay Rodriguez,53,FWD,Burnley,57360,3.82,0,347,75,42.4,,7,64.2,0.07,313,0,1.53,False,13.54,0.43,0.2,71321,0.11,2,40,0,53,0,2.04,,2,359,-2,151,50,,0,-0.1,a,7.5,3.89,0.79,3,232.0,319,0,0,Rodriguez,,0,,0,44,2.0,40,348,105,0.1,124,0.44,1.0,0.0,35,18,0.01,0.4,42,-0.6,1,1,332,138.4,41,40,796,0,44,
178,Charlie Taylor,39,DEF,Burnley,967523,0.25,0,251,4333,69.3,100.0,23,250.2,1.63,226,0,1.66,False,39.87,0.01,3.1,754493,0.08,1,65,0,2919,0,1.75,,1,188,-1,322,43,2024-01-06T22:30:09.694018Z,0,0.5,a,11.8,1.88,0.96,1,59.0,347,0,7,Taylor,,0,,0,33,1.8,46,158,325,0.3,806,0.08,,0.0,250,42,0.07,1.0,118,0.0,2,1,108,381.8,70,105,2165,0,77,100.0
179,Bobby Thomas,40,DEF,Burnley,0,0.00,0,489,3,0.0,0.0,0,0.0,0.00,616,0,0.0,False,0.00,0.0,0.0,1447,0.0,0,223,0,0,0,0.0,,0,612,0,564,252,2023-07-24T09:55:44.165399Z,0,0.0,u,0.0,0.00,0.0,0,0.0,629,0,0,Thomas,,0,Permanent transfer to Coventry,0,221,0.0,0,599,0,0.0,734,0.0,,0.0,200,0,0.0,0.0,222,0.0,0,0,712,0.0,223,215,0,0,182,0.0
180,Scott Twine,49,MID,Burnley,119,0.00,0,797,1,0.0,0.0,0,0.0,0.00,830,0,0.0,False,0.00,0.0,0.0,2706,0.0,1,352,0,0,0,0.0,,0,830,-1,820,284,2023-08-21T08:28:24.720790Z,0,0.0,u,0.0,0.00,0.0,0,0.0,830,0,0,Twine,,0,Season long loan to Hull,0,351,0.0,0,826,0,0.0,248,0.0,,0.0,157,0,0.0,0.0,352,0.0,0,0,728,0.0,352,349,0,0,332,0.0
181,Lawrence Vigouroux,39,GKP,Burnley,20907,0.00,0,420,75,0.0,,0,0.0,0.00,557,0,0.0,False,0.00,0.0,0.2,21532,0.0,1,48,0,19,0,0.0,,0,553,-1,498,45,,0,-0.5,a,0.0,0.00,0.0,0,0.0,569,0,0,Vigouroux,,0,,0,29,0.0,0,537,0,0.0,812,0.0,,0.0,75,0,0.0,0.0,48,-1.0,0,0,324,0.0,48,16,0,0,38,
182,Victor da Silva,44,DEF,Burnley,29440,1.31,0,183,185,64.6,100.0,25,183.5,1.11,238,0,1.8,False,43.82,0.05,0.2,32783,0.08,1,70,0,39,0,1.76,,0,255,-1,178,144,2023-08-31T02:00:07.534376Z,0,1.3,a,12.3,2.41,1.03,2,187.0,353,0,1,Vitinho,,0,,0,48,1.8,54,206,242,0.4,574,0.1,,0.0,112,43,0.05,1.8,121,0.8,2,2,352,280.0,96,32,2195,0,55,100.0
183,Wout Weghorst,55,FWD,Burnley,0,0.00,0,835,2,0.0,0.0,0,0.0,0.00,847,0,0.0,False,0.00,0.0,0.0,15062,0.0,0,107,0,0,0,0.0,,0,847,0,845,77,2023-08-10T13:52:51.426276Z,0,0.0,u,0.0,0.00,0.0,0,0.0,847,0,0,Weghorst,,0,On loan to Hoffenheim,0,107,0.0,0,847,0,0.0,95,0.0,,0.0,29,0,0.0,0.0,107,0.0,0,0,564,0.0,107,107,0,0,104,0.0
184,Anass Zaroury,46,MID,Burnley,1951,0.16,1,756,3,5.6,0.0,1,36.3,0.11,477,0,2.03,False,3.36,0.1,0.0,12834,0.0,4,213,0,0,0,2.42,,0,500,-4,415,220,2024-02-04T18:45:23.350129Z,0,0.0,u,0.9,0.27,0.6,0,19.0,548,0,0,Zaroury,,0,Season-long loan to Hull City,0,197,0.7,4,393,10,0.0,348,0.17,,0.0,222,4,0.07,0.0,257,0.0,0,0,611,6.8,222,208,149,0,304,0.0
200,David Datro Fofana,50,FWD,Burnley,98980,4.58,0,221,938,59.2,100.0,10,111.4,0.30,249,0,1.74,False,16.91,0.47,0.2,75325,0.1,0,38,0,101,0,1.86,,4,305,0,133,46,2024-03-16T18:30:08.798546Z,1,0.9,a,9.8,4.88,1.03,8,273.0,88,0,1,D.D.Fofana,,0,,0,38,3.5,49,278,131,0.3,214,0.5,,0.0,48,18,0.03,1.4,17,0.4,1,1,317,212.0,36,38,873,0,30,100.0
475,Sander Berge,46,MID,Burnley,16487,2.04,1,185,23,102.8,,32,386.7,1.48,134,0,2.01,False,63.01,0.07,0.1,26054,0.06,4,79,1,24,0,2.1,,1,130,-4,203,134,,2,1.3,a,14.8,3.52,1.02,3,159.0,336,0,7,Berge,,0,,0,69,1.9,68,91,395,0.4,341,0.12,,0.0,219,66,0.05,1.8,142,0.8,2,1,433,480.6,55,114,2822,0,87,
594,Zeki Amdouni,51,FWD,Burnley,129184,5.08,0,171,230,109.7,,26,232.2,1.18,118,0,1.64,False,34.29,0.24,0.2,127500,0.24,4,23,1,57,0,1.87,,5,192,-4,61,49,,1,1.5,a,16.1,6.26,1.25,11,493.0,204,0,2,Amdouni,,0,,0,24,2.6,82,169,242,0.4,167,0.3,,0.0,40,39,0.06,2.0,34,1.0,5,1,330,372.8,21,25,1877,0,25,
596,James Trafford,44,GKP,Burnley,129394,0.00,0,612,641,90.7,,28,3.3,0.04,165,0,1.76,False,49.37,0.0,0.9,151049,0.07,1,6,1,131,0,2.21,,0,16,-1,670,29,,0,-0.5,a,15.9,0.04,1.0,5,0.0,212,0,2,Trafford,,106,,0,12,2.5,70,471,533,0.0,572,0.0,,3.79,26,62,0.0,0.0,28,-1.0,2,0,201,903.6,6,77,2520,0,92,
600,Nathan Redmond,47,MID,Burnley,1052,0.03,0,761,2,9.4,0.0,0,52.5,0.37,458,0,2.67,False,3.92,0.02,0.0,5240,0.0,3,204,0,4,0,3.41,,0,473,-3,419,238,2024-01-30T14:00:11.447368Z,0,0.0,i,2.3,0.40,0.0,0,18.0,531,0,1,Redmond,,0,Leg injury - Expected back 01 Jul,0,190,0.9,11,362,38,0.0,307,0.27,,0.0,197,5,0.25,0.0,249,0.0,0,0,638,23.8,209,209,132,0,306,0.0
605,Luca Koleosho,48,MID,Burnley,43208,1.96,0,779,10,44.5,0.0,13,147.9,1.07,303,0,1.44,False,15.55,0.18,0.0,43965,0.28,2,144,0,2,0,2.13,,1,399,-2,165,181,2023-12-06T07:30:10.569273Z,0,0.0,i,8.3,3.03,1.2,0,213.0,187,0,0,Koleosho,,0,Knee injury - Expected back 19 May,0,144,2.7,40,240,80,0.0,298,0.28,,0.0,194,23,0.1,0.0,82,0.0,3,2,534,86.8,170,100,972,0,320,0.0
608,Jacob Bruun Larsen,48,MID,Burnley,15902,4.17,0,97,221,104.0,,14,359.6,1.23,130,0,1.71,False,21.11,0.34,0.1,12181,0.24,2,78,1,47,0,1.62,4.0,5,254,-2,83,151,,2,2.5,a,15.4,5.40,1.14,6,401.0,215,0,0,Bruun Larsen,1.0,0,,0,74,2.5,74,102,207,0.6,285,0.44,,0.0,184,20,0.1,3.0,89,2.0,3,0,469,285.2,105,52,1110,0,46,
622,Owen Dodgson,40,DEF,Burnley,467,0.00,0,492,0,0.0,0.0,0,0.0,0.00,619,0,0.0,False,0.00,0.0,0.0,3672,0.0,0,225,0,0,0,0.0,,0,615,0,567,229,2023-09-01T21:48:22.703139Z,0,0.0,u,0.0,0.00,0.0,0,0.0,632,0,0,Dodgson,,0,Season-long loan to Barnsley,0,223,0.0,0,602,0,0.0,737,0.0,,0.0,202,0,0.0,0.0,224,0.0,0,0,609,0.0,225,217,0,0,184,0.0
660,Wilson Odobert,50,MID,Burnley,28735,2.43,0,134,93,112.0,,23,394.2,3.04,115,0,1.95,False,41.40,0.11,0.1,25094,0.09,0,74,1,13,0,2.07,,3,228,0,79,156,,2,1.9,a,15.6,5.47,1.08,3,410.0,165,0,3,Odobert,,0,,0,67,2.9,78,87,280,0.5,217,0.25,,0.0,135,44,0.14,2.4,76,1.4,2,4,476,316.8,92,49,1915,0,62,
674,Hannes Delcroix,40,DEF,Burnley,6658,0.35,0,478,36,20.9,100.0,5,57.8,0.12,402,0,2.45,False,15.91,0.05,0.1,5789,0.0,0,142,0,25,0,3.85,,0,376,0,362,197,2024-01-22T01:00:10.959578Z,0,-0.5,a,1.8,0.47,0.77,0,42.0,551,0,2,Delcroix,,0,,0,123,0.6,7,356,88,0.0,719,0.07,,0.0,189,25,0.02,0.0,182,-1.0,0,0,504,110.0,146,120,584,0,175,100.0
675,Aaron Ramsey,50,MID,Burnley,10870,0.35,0,816,10,12.7,0.0,5,28.0,0.48,441,0,1.95,False,11.33,0.06,0.0,10395,0.0,0,197,0,5,0,2.93,,0,441,0,344,205,2024-02-17T19:00:10.020307Z,0,0.0,i,3.6,0.82,0.86,0,53.0,429,0,1,A.Ramsey,,0,Knee injury - Expected back 16 Nov,0,202,1.3,18,412,62,0.0,206,0.14,,0.0,127,17,0.08,0.0,193,0.0,0,0,579,51.2,190,179,522,0,347,0.0
694,Han-Noah Massengo,49,MID,Burnley,606,0.00,0,801,5,0.3,100.0,0,0.1,0.00,534,0,4.63,False,0.72,0.0,0.0,728,0.0,1,240,0,1,0,0.0,,0,522,-1,822,280,2024-03-14T17:30:08.685204Z,0,-0.5,a,0.6,0.00,0.0,0,0.0,517,0,0,Massengo,,0,,0,249,1.0,3,521,11,0.0,257,0.0,,0.0,164,0,0.0,0.0,240,-1.0,0,0,724,2.8,235,351,14,0,334,100.0
706,Mike Trésor,52,MID,Burnley,6025,0.37,0,392,13,18.0,,3,110.2,0.54,413,-1,2.19,False,9.77,0.08,0.0,5855,0.0,3,188,0,5,0,2.02,3.0,0,449,-3,407,224,,0,-0.3,a,3.7,0.91,0.67,0,24.0,430,1,0,M.Trésor,4.0,0,,0,158,1.3,19,282,71,0.0,156,0.2,,0.0,96,9,0.12,0.2,194,-0.8,0,0,618,44.4,195,204,401,0,179,
805,Lorenz Assignon,40,DEF,Burnley,27469,0.41,1,55,537,54.2,100.0,13,172.4,1.53,263,0,2.46,False,30.11,0.03,0.2,9722,0.0,0,82,1,2043,0,2.29,,1,274,0,253,141,2024-03-30T20:00:10.678807Z,0,3.5,a,6.2,1.94,1.06,3,110.0,326,0,2,Assignon,,0,,0,52,1.9,25,214,138,1.0,760,0.16,,0.0,217,28,0.13,4.0,110,3.0,0,2,342,259.0,104,71,1100,0,14,100.0
806,Maxime Esteve,40,DEF,Burnley,6566,0.19,0,234,97,25.8,,13,32.6,0.14,375,0,1.88,False,23.65,0.02,0.0,3431,0.0,0,133,0,42,0,1.91,,0,309,0,405,214,,-1,0.7,a,3.5,0.33,1.04,0,24.0,461,0,5,Estève,,0,,0,147,1.0,14,400,138,0.3,747,0.03,,0.0,208,24,0.01,1.2,161,0.2,0,0,558,200.4,115,144,1130,0,71,
126,Moisés Caicedo Corozo,45,MID,Chelsea,133992,0.40,0,105,280,82.2,100.0,30,310.3,1.71,191,0,1.46,False,42.46,0.01,1.1,342118,0.24,5,97,0,852,0,1.58,,0,142,-5,342,53,2023-12-24T21:00:09.270040Z,6,2.8,a,14.4,2.11,1.03,0,53.0,308,0,10,Caicedo,,0,,0,90,2.0,65,127,390,0.6,435,0.07,,0.0,256,46,0.06,2.8,128,5.6,7,2,179,462.0,64,177,2622,0,50,100.0
